date,employee_id,employee_name,role,department,sales_count,sales_value,customer_satisfaction,attendance,productivity_score
2024-12-27,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,3.5,1.0,93.7
2024-12-27,1,John Williams,Sales Representative,Sales,3,2676,3.3,1.0,92.3
2024-12-27,10,Ethan Garcia,Administrative Assistant,Administration,5,3080,4.2,1.0,90.8
2024-12-27,17,Isabella White,Administrative Assistant,Administration,5,585,3.0,1.0,98.7
2024-12-27,13,Olivia Moore,Customer Service Manager,Customer Service,4,1692,3.9,1.0,64.3
2024-12-27,14,Ethan White,Warehouse Associate,Warehouse,1,345,3.3,1.0,62.6
2024-12-27,5,Benjamin Garcia,Sales Manager,Sales,18,10332,4.9,1.0,77.7
2024-12-27,15,William Thompson,Office Manager,Administration,2,1690,3.7,1.0,85.6
2024-12-27,9,Charlotte White,Administrative Assistant,Administration,3,552,3.2,1.0,67.6
2024-12-27,7,Benjamin Garcia,Support Specialist,Customer Service,5,3295,4.1,1.0,88.3
2024-12-27,18,Isabella Williams,Sales Associate,Sales,8,3848,5.0,1.0,60.1
2024-12-27,8,Isabella Miller,Warehouse Manager,Warehouse,5,4435,4.8,1.0,91.2
2024-12-27,19,James Miller,Marketing Specialist,Marketing,5,3865,3.2,1.0,85.2
2024-12-27,11,Sophia Brown,Marketing Coordinator,Marketing,3,1401,4.6,1.0,87.1
2024-12-27,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,1872,3.8,1.0,61.2
2024-12-27,2,Alexander Martin,Receptionist,Administration,0,0,4.4,1.0,95.7
2024-12-27,12,John Davis,Office Manager,Administration,3,483,4.0,1.0,77.2
2024-12-27,6,Evelyn Brown,Digital Marketer,Marketing,1,205,3.8,1.0,71.1
2024-12-27,3,Mia Wilson,Marketing Coordinator,Marketing,5,4480,4.3,1.0,65.1
2024-12-27,16,Emma Taylor,Customer Service Manager,Customer Service,3,2259,3.3,1.0,80.0
2024-12-28,2,Alexander Martin,Receptionist,Administration,1,643,3.3,1.0,74.7
2024-12-28,13,Olivia Moore,Customer Service Manager,Customer Service,1,356,4.2,1.0,72.1
2024-12-28,7,Benjamin Garcia,Support Specialist,Customer Service,5,2470,3.9,1.0,78.9
2024-12-28,16,Emma Taylor,Customer Service Manager,Customer Service,4,1004,3.6,1.0,70.8
2024-12-28,15,William Thompson,Office Manager,Administration,5,3195,3.3,1.0,97.2
2024-12-28,3,Mia Wilson,Marketing Coordinator,Marketing,1,151,3.3,1.0,67.4
2024-12-28,11,Sophia Brown,Marketing Coordinator,Marketing,3,804,3.6,1.0,98.0
2024-12-28,10,Ethan Garcia,Administrative Assistant,Administration,0,0,5.0,1.0,80.6
2024-12-28,18,Isabella Williams,Sales Associate,Sales,2,428,3.4,1.0,86.2
2024-12-28,6,Evelyn Brown,Digital Marketer,Marketing,5,1770,4.2,1.0,95.6
2024-12-28,8,Isabella Miller,Warehouse Manager,Warehouse,1,125,3.3,1.0,82.7
2024-12-28,14,Ethan White,Warehouse Associate,Warehouse,1,997,4.9,1.0,74.1
2024-12-28,19,James Miller,Marketing Specialist,Marketing,2,1810,3.8,1.0,61.1
2024-12-28,12,John Davis,Office Manager,Administration,1,146,4.5,1.0,87.1
2024-12-28,5,Benjamin Garcia,Sales Manager,Sales,17,12580,4.4,1.0,92.0
2024-12-28,17,Isabella White,Administrative Assistant,Administration,0,0,3.8,1.0,64.1
2024-12-28,9,Charlotte White,Administrative Assistant,Administration,0,0,4.8,1.0,74.0
2024-12-28,20,Emma Robinson,Warehouse Associate,Warehouse,1,638,4.2,1.0,96.6
2024-12-28,4,Isabella Garcia,Shipping Coordinator,Warehouse,5,4295,3.8,1.0,90.6
2024-12-28,1,John Williams,Sales Representative,Sales,14,9548,4.1,1.0,63.2
2024-12-29,16,Emma Taylor,Customer Service Manager,Customer Service,3,1362,4.6,1.0,94.6
2024-12-29,15,William Thompson,Office Manager,Administration,1,967,3.6,1.0,74.7
2024-12-29,9,Charlotte White,Administrative Assistant,Administration,0,0,4.8,1.0,81.6
2024-12-29,3,Mia Wilson,Marketing Coordinator,Marketing,3,2499,3.1,1.0,76.1
2024-12-29,17,Isabella White,Administrative Assistant,Administration,2,540,3.4,1.0,91.0
2024-12-29,20,Emma Robinson,Warehouse Associate,Warehouse,0,0,3.7,1.0,66.3
2024-12-29,7,Benjamin Garcia,Support Specialist,Customer Service,5,655,3.4,1.0,85.4
2024-12-29,8,Isabella Miller,Warehouse Manager,Warehouse,1,382,4.6,1.0,66.2
2024-12-29,19,James Miller,Marketing Specialist,Marketing,5,1995,4.1,1.0,73.1
2024-12-29,12,John Davis,Office Manager,Administration,2,240,4.8,1.0,81.3
2024-12-29,18,Isabella Williams,Sales Associate,Sales,8,6512,3.8,1.0,84.8
2024-12-29,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,3256,4.3,1.0,82.2
2024-12-29,5,Benjamin Garcia,Sales Manager,Sales,2,900,3.6,1.0,87.0
2024-12-30,13,Olivia Moore,Customer Service Manager,Customer Service,2,760,4.5,1.0,93.3
2024-12-30,16,Emma Taylor,Customer Service Manager,Customer Service,4,3752,4.8,1.0,72.6
2024-12-30,8,Isabella Miller,Warehouse Manager,Warehouse,5,1095,3.9,1.0,61.8
2024-12-30,9,Charlotte White,Administrative Assistant,Administration,0,0,3.4,1.0,67.2
2024-12-30,3,Mia Wilson,Marketing Coordinator,Marketing,5,1705,3.1,1.0,65.2
2024-12-30,10,Ethan Garcia,Administrative Assistant,Administration,4,2156,3.6,1.0,90.5
2024-12-30,15,William Thompson,Office Manager,Administration,1,461,5.0,1.0,69.0
2024-12-30,20,Emma Robinson,Warehouse Associate,Warehouse,1,170,3.6,1.0,77.0
2024-12-30,14,Ethan White,Warehouse Associate,Warehouse,1,718,4.2,1.0,84.7
2024-12-30,18,Isabella Williams,Sales Associate,Sales,6,2592,4.1,1.0,65.4
2024-12-30,12,John Davis,Office Manager,Administration,1,726,3.2,1.0,87.2
2024-12-30,11,Sophia Brown,Marketing Coordinator,Marketing,3,2034,3.4,1.0,75.4
2024-12-30,17,Isabella White,Administrative Assistant,Administration,0,0,3.6,1.0,76.3
2024-12-30,1,John Williams,Sales Representative,Sales,6,3096,3.0,1.0,64.6
2024-12-30,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,3.7,1.0,83.3
2024-12-30,19,James Miller,Marketing Specialist,Marketing,2,596,4.7,1.0,65.4
2024-12-30,6,Evelyn Brown,Digital Marketer,Marketing,0,0,3.4,1.0,82.9
2024-12-31,8,Isabella Miller,Warehouse Manager,Warehouse,4,1560,4.2,1.0,82.0
2024-12-31,19,James Miller,Marketing Specialist,Marketing,1,686,4.6,1.0,70.7
2024-12-31,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,1707,4.8,1.0,67.2
2024-12-31,10,Ethan Garcia,Administrative Assistant,Administration,4,2048,4.9,1.0,87.8
2024-12-31,13,Olivia Moore,Customer Service Manager,Customer Service,3,2691,4.6,1.0,67.6
2024-12-31,16,Emma Taylor,Customer Service Manager,Customer Service,4,1056,4.0,1.0,99.4
2024-12-31,5,Benjamin Garcia,Sales Manager,Sales,3,657,3.4,1.0,61.4
2024-12-31,9,Charlotte White,Administrative Assistant,Administration,5,3435,3.6,1.0,62.7
2024-12-31,2,Alexander Martin,Receptionist,Administration,0,0,3.9,1.0,87.1
2024-12-31,1,John Williams,Sales Representative,Sales,8,1392,3.4,1.0,63.1
2024-12-31,14,Ethan White,Warehouse Associate,Warehouse,1,232,3.6,1.0,81.8
2024-12-31,6,Evelyn Brown,Digital Marketer,Marketing,1,856,4.8,1.0,60.8
2024-12-31,15,William Thompson,Office Manager,Administration,1,976,4.9,1.0,95.1
2024-12-31,3,Mia Wilson,Marketing Coordinator,Marketing,5,2690,3.1,1.0,98.5
2024-12-31,18,Isabella Williams,Sales Associate,Sales,7,4242,4.7,1.0,95.9
2024-12-31,7,Benjamin Garcia,Support Specialist,Customer Service,2,1966,4.4,1.0,97.2
2024-12-31,20,Emma Robinson,Warehouse Associate,Warehouse,3,2310,4.7,1.0,86.0
2024-12-31,11,Sophia Brown,Marketing Coordinator,Marketing,1,229,4.6,1.0,68.1
2024-12-31,17,Isabella White,Administrative Assistant,Administration,3,1491,4.7,1.0,70.3
2024-12-31,12,John Davis,Office Manager,Administration,5,1320,4.4,1.0,63.0
2025-01-01,5,Benjamin Garcia,Sales Manager,Sales,5,575,3.6,1.0,87.9
2025-01-01,18,Isabella Williams,Sales Associate,Sales,20,7920,4.2,1.0,88.2
2025-01-01,2,Alexander Martin,Receptionist,Administration,1,204,3.0,1.0,92.9
2025-01-01,16,Emma Taylor,Customer Service Manager,Customer Service,2,284,4.2,1.0,87.2
2025-01-01,8,Isabella Miller,Warehouse Manager,Warehouse,4,2260,3.1,1.0,65.8
2025-01-01,20,Emma Robinson,Warehouse Associate,Warehouse,2,558,4.8,1.0,66.9
2025-01-01,10,Ethan Garcia,Administrative Assistant,Administration,1,807,3.9,1.0,90.7
2025-01-01,3,Mia Wilson,Marketing Coordinator,Marketing,0,0,3.9,1.0,61.2
2025-01-01,14,Ethan White,Warehouse Associate,Warehouse,1,777,3.3,1.0,74.0
2025-01-01,19,James Miller,Marketing Specialist,Marketing,3,2571,4.6,1.0,92.5
2025-01-01,1,John Williams,Sales Representative,Sales,15,10095,4.1,1.0,82.6
2025-01-01,15,William Thompson,Office Manager,Administration,4,992,3.3,1.0,65.2
2025-01-01,17,Isabella White,Administrative Assistant,Administration,2,688,3.7,1.0,93.8
2025-01-01,6,Evelyn Brown,Digital Marketer,Marketing,3,1554,3.9,1.0,83.9
2025-01-01,9,Charlotte White,Administrative Assistant,Administration,2,1866,4.9,1.0,66.6
2025-01-01,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,3.4,1.0,69.9
2025-01-02,10,Ethan Garcia,Administrative Assistant,Administration,3,1188,3.5,1.0,66.6
2025-01-02,7,Benjamin Garcia,Support Specialist,Customer Service,1,849,3.1,1.0,83.2
2025-01-02,14,Ethan White,Warehouse Associate,Warehouse,2,1384,4.0,1.0,87.4
2025-01-02,12,John Davis,Office Manager,Administration,4,2148,3.3,1.0,77.4
2025-01-02,8,Isabella Miller,Warehouse Manager,Warehouse,3,2352,3.1,1.0,97.7
2025-01-02,19,James Miller,Marketing Specialist,Marketing,0,0,3.5,1.0,71.8
2025-01-02,15,William Thompson,Office Manager,Administration,4,2388,4.2,1.0,91.5
2025-01-02,11,Sophia Brown,Marketing Coordinator,Marketing,3,1269,4.4,1.0,97.5
2025-01-02,5,Benjamin Garcia,Sales Manager,Sales,14,12670,4.2,1.0,95.7
2025-01-02,3,Mia Wilson,Marketing Coordinator,Marketing,0,0,4.1,1.0,65.6
2025-01-02,6,Evelyn Brown,Digital Marketer,Marketing,2,922,4.1,1.0,79.5
2025-01-02,4,Isabella Garcia,Shipping Coordinator,Warehouse,2,1350,4.4,1.0,95.5
2025-01-02,9,Charlotte White,Administrative Assistant,Administration,1,584,3.2,1.0,68.5
2025-01-02,20,Emma Robinson,Warehouse Associate,Warehouse,1,136,4.3,1.0,86.2
2025-01-02,16,Emma Taylor,Customer Service Manager,Customer Service,2,262,4.5,1.0,82.8
2025-01-02,1,John Williams,Sales Representative,Sales,8,2776,4.0,1.0,93.3
2025-01-02,18,Isabella Williams,Sales Associate,Sales,10,6350,3.3,1.0,82.7
2025-01-02,2,Alexander Martin,Receptionist,Administration,0,0,3.6,1.0,74.7
2025-01-02,17,Isabella White,Administrative Assistant,Administration,4,1772,5.0,1.0,66.2
2025-01-03,12,John Davis,Office Manager,Administration,2,1504,3.1,1.0,92.7
2025-01-03,13,Olivia Moore,Customer Service Manager,Customer Service,5,1345,3.8,1.0,99.7
2025-01-03,7,Benjamin Garcia,Support Specialist,Customer Service,3,1914,3.9,1.0,64.0
2025-01-03,20,Emma Robinson,Warehouse Associate,Warehouse,4,2000,4.5,1.0,94.5
2025-01-03,1,John Williams,Sales Representative,Sales,18,7776,4.5,1.0,88.9
2025-01-03,6,Evelyn Brown,Digital Marketer,Marketing,4,1444,4.7,1.0,77.6
2025-01-03,17,Isabella White,Administrative Assistant,Administration,3,2850,3.2,1.0,65.3
2025-01-03,8,Isabella Miller,Warehouse Manager,Warehouse,4,2620,4.0,1.0,68.2
2025-01-03,11,Sophia Brown,Marketing Coordinator,Marketing,1,894,4.9,1.0,83.9
2025-01-03,14,Ethan White,Warehouse Associate,Warehouse,4,3552,4.6,1.0,70.1
2025-01-03,2,Alexander Martin,Receptionist,Administration,3,1908,4.5,1.0,86.4
2025-01-03,15,William Thompson,Office Manager,Administration,4,740,4.8,1.0,90.0
2025-01-03,19,James Miller,Marketing Specialist,Marketing,2,702,4.6,1.0,100.0
2025-01-03,10,Ethan Garcia,Administrative Assistant,Administration,0,0,3.6,1.0,81.0
2025-01-03,9,Charlotte White,Administrative Assistant,Administration,3,2466,3.5,1.0,86.3
2025-01-03,16,Emma Taylor,Customer Service Manager,Customer Service,4,920,3.2,1.0,99.1
2025-01-04,2,Alexander Martin,Receptionist,Administration,1,713,4.5,1.0,67.2
2025-01-04,6,Evelyn Brown,Digital Marketer,Marketing,3,1566,3.9,1.0,96.9
2025-01-04,1,John Williams,Sales Representative,Sales,7,1001,3.6,1.0,82.0
2025-01-04,9,Charlotte White,Administrative Assistant,Administration,3,789,4.0,1.0,63.9
2025-01-04,19,James Miller,Marketing Specialist,Marketing,0,0,3.8,1.0,68.7
2025-01-04,11,Sophia Brown,Marketing Coordinator,Marketing,4,644,4.6,1.0,72.1
2025-01-04,15,William Thompson,Office Manager,Administration,4,752,3.5,1.0,83.0
2025-01-04,16,Emma Taylor,Customer Service Manager,Customer Service,5,3090,3.8,1.0,62.4
2025-01-04,17,Isabella White,Administrative Assistant,Administration,3,2427,4.0,1.0,78.0
2025-01-04,7,Benjamin Garcia,Support Specialist,Customer Service,3,387,3.4,1.0,81.0
2025-01-05,14,Ethan White,Warehouse Associate,Warehouse,0,0,3.1,1.0,67.6
2025-01-05,3,Mia Wilson,Marketing Coordinator,Marketing,0,0,3.9,1.0,71.3
2025-01-05,11,Sophia Brown,Marketing Coordinator,Marketing,4,912,3.5,1.0,99.9
2025-01-05,5,Benjamin Garcia,Sales Manager,Sales,3,1119,3.9,1.0,62.1
2025-01-05,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,3920,4.4,1.0,85.0
2025-01-05,18,Isabella Williams,Sales Associate,Sales,13,3796,3.1,1.0,85.1
2025-01-05,6,Evelyn Brown,Digital Marketer,Marketing,1,820,4.9,1.0,81.4
2025-01-05,7,Benjamin Garcia,Support Specialist,Customer Service,5,1735,4.0,1.0,70.3
2025-01-05,2,Alexander Martin,Receptionist,Administration,1,122,3.8,1.0,99.9
2025-01-05,16,Emma Taylor,Customer Service Manager,Customer Service,4,3664,3.7,1.0,75.4
2025-01-05,19,James Miller,Marketing Specialist,Marketing,3,309,4.7,1.0,82.7
2025-01-06,1,John Williams,Sales Representative,Sales,8,7280,4.5,1.0,67.9
2025-01-06,12,John Davis,Office Manager,Administration,1,105,4.5,1.0,98.7
2025-01-06,19,James Miller,Marketing Specialist,Marketing,3,1527,3.4,1.0,67.8
2025-01-06,9,Charlotte White,Administrative Assistant,Administration,5,2705,3.9,1.0,66.3
2025-01-06,17,Isabella White,Administrative Assistant,Administration,4,1692,3.8,1.0,87.4
2025-01-06,20,Emma Robinson,Warehouse Associate,Warehouse,5,2385,3.4,1.0,68.1
2025-01-06,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,992,3.7,1.0,80.3
2025-01-06,18,Isabella Williams,Sales Associate,Sales,18,16200,4.7,1.0,83.1
2025-01-06,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.3,1.0,68.1
2025-01-06,2,Alexander Martin,Receptionist,Administration,3,813,3.3,1.0,76.5
2025-01-06,5,Benjamin Garcia,Sales Manager,Sales,0,0,3.9,1.0,82.4
2025-01-07,1,John Williams,Sales Representative,Sales,13,8957,4.5,1.0,71.5
2025-01-07,11,Sophia Brown,Marketing Coordinator,Marketing,4,832,3.7,1.0,88.8
2025-01-07,9,Charlotte White,Administrative Assistant,Administration,4,2284,4.7,1.0,77.0
2025-01-07,12,John Davis,Office Manager,Administration,2,1164,3.2,1.0,70.3
2025-01-07,16,Emma Taylor,Customer Service Manager,Customer Service,1,560,4.3,1.0,87.7
2025-01-07,8,Isabella Miller,Warehouse Manager,Warehouse,3,555,4.6,1.0,73.3
2025-01-07,6,Evelyn Brown,Digital Marketer,Marketing,4,1312,4.0,1.0,88.9
2025-01-07,20,Emma Robinson,Warehouse Associate,Warehouse,4,1116,4.3,1.0,65.0
2025-01-07,2,Alexander Martin,Receptionist,Administration,5,4515,4.1,1.0,73.3
2025-01-07,10,Ethan Garcia,Administrative Assistant,Administration,2,432,4.5,1.0,72.3
2025-01-07,14,Ethan White,Warehouse Associate,Warehouse,5,635,3.2,1.0,61.5
2025-01-07,3,Mia Wilson,Marketing Coordinator,Marketing,1,630,3.5,1.0,85.9
2025-01-07,5,Benjamin Garcia,Sales Manager,Sales,17,6936,3.8,1.0,77.1
2025-01-07,18,Isabella Williams,Sales Associate,Sales,19,2204,3.6,1.0,77.7
2025-01-07,7,Benjamin Garcia,Support Specialist,Customer Service,3,2502,4.3,1.0,92.1
2025-01-07,19,James Miller,Marketing Specialist,Marketing,2,848,3.2,1.0,69.4
2025-01-07,15,William Thompson,Office Manager,Administration,5,3960,3.8,1.0,80.7
2025-01-07,13,Olivia Moore,Customer Service Manager,Customer Service,5,1675,4.1,1.0,97.2
2025-01-07,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,3.7,1.0,92.8
2025-01-08,10,Ethan Garcia,Administrative Assistant,Administration,3,2880,3.6,1.0,93.8
2025-01-08,2,Alexander Martin,Receptionist,Administration,3,1113,3.7,1.0,83.6
2025-01-08,17,Isabella White,Administrative Assistant,Administration,3,2994,4.8,1.0,78.1
2025-01-08,14,Ethan White,Warehouse Associate,Warehouse,0,0,4.2,1.0,61.8
2025-01-08,3,Mia Wilson,Marketing Coordinator,Marketing,1,659,3.3,1.0,88.0
2025-01-08,6,Evelyn Brown,Digital Marketer,Marketing,5,4140,3.5,1.0,71.9
2025-01-08,18,Isabella Williams,Sales Associate,Sales,10,3070,4.4,1.0,97.9
2025-01-08,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,4.9,1.0,70.5
2025-01-08,12,John Davis,Office Manager,Administration,2,254,3.3,1.0,88.8
2025-01-08,19,James Miller,Marketing Specialist,Marketing,0,0,4.9,1.0,81.8
2025-01-08,13,Olivia Moore,Customer Service Manager,Customer Service,2,1960,3.4,1.0,67.9
2025-01-09,1,John Williams,Sales Representative,Sales,16,14208,3.2,1.0,87.2
2025-01-09,5,Benjamin Garcia,Sales Manager,Sales,2,222,3.3,1.0,94.7
2025-01-09,17,Isabella White,Administrative Assistant,Administration,5,750,3.2,1.0,60.8
2025-01-09,20,Emma Robinson,Warehouse Associate,Warehouse,5,1435,4.7,1.0,73.3
2025-01-09,7,Benjamin Garcia,Support Specialist,Customer Service,4,568,3.4,1.0,81.9
2025-01-09,2,Alexander Martin,Receptionist,Administration,0,0,4.1,1.0,87.9
2025-01-09,11,Sophia Brown,Marketing Coordinator,Marketing,4,864,3.2,1.0,70.9
2025-01-09,18,Isabella Williams,Sales Associate,Sales,7,3619,3.6,1.0,70.7
2025-01-09,3,Mia Wilson,Marketing Coordinator,Marketing,2,220,4.0,1.0,65.4
2025-01-09,9,Charlotte White,Administrative Assistant,Administration,3,2682,3.2,1.0,80.3
2025-01-09,6,Evelyn Brown,Digital Marketer,Marketing,4,668,4.9,1.0,76.8
2025-01-09,13,Olivia Moore,Customer Service Manager,Customer Service,2,596,4.5,1.0,92.2
2025-01-09,10,Ethan Garcia,Administrative Assistant,Administration,5,4715,4.5,1.0,80.9
2025-01-09,8,Isabella Miller,Warehouse Manager,Warehouse,3,1041,3.6,1.0,64.4
2025-01-09,19,James Miller,Marketing Specialist,Marketing,5,2300,3.5,1.0,62.5
2025-01-09,12,John Davis,Office Manager,Administration,3,2937,4.5,1.0,87.2
2025-01-09,14,Ethan White,Warehouse Associate,Warehouse,3,720,5.0,1.0,76.0
2025-01-09,16,Emma Taylor,Customer Service Manager,Customer Service,3,1857,3.1,1.0,66.1
2025-01-10,19,James Miller,Marketing Specialist,Marketing,4,1800,5.0,1.0,81.9
2025-01-10,8,Isabella Miller,Warehouse Manager,Warehouse,3,2409,4.9,1.0,73.4
2025-01-10,16,Emma Taylor,Customer Service Manager,Customer Service,5,2755,4.7,1.0,91.5
2025-01-10,18,Isabella Williams,Sales Associate,Sales,9,4275,4.0,1.0,90.8
2025-01-10,13,Olivia Moore,Customer Service Manager,Customer Service,0,0,4.0,1.0,85.4
2025-01-10,10,Ethan Garcia,Administrative Assistant,Administration,5,2160,4.9,1.0,61.3
2025-01-10,9,Charlotte White,Administrative Assistant,Administration,0,0,3.7,1.0,88.1
2025-01-10,17,Isabella White,Administrative Assistant,Administration,5,4735,3.6,1.0,69.4
2025-01-10,2,Alexander Martin,Receptionist,Administration,3,540,4.4,1.0,72.1
2025-01-10,12,John Davis,Office Manager,Administration,5,4125,3.5,1.0,72.3
2025-01-10,6,Evelyn Brown,Digital Marketer,Marketing,1,551,5.0,1.0,76.6
2025-01-10,20,Emma Robinson,Warehouse Associate,Warehouse,1,769,4.3,1.0,84.4
2025-01-11,14,Ethan White,Warehouse Associate,Warehouse,1,196,4.5,1.0,77.0
2025-01-11,19,James Miller,Marketing Specialist,Marketing,2,1472,3.6,1.0,81.9
2025-01-11,2,Alexander Martin,Receptionist,Administration,4,1368,4.1,1.0,61.8
2025-01-11,7,Benjamin Garcia,Support Specialist,Customer Service,0,0,3.0,1.0,94.2
2025-01-11,12,John Davis,Office Manager,Administration,1,541,4.8,1.0,60.6
2025-01-11,16,Emma Taylor,Customer Service Manager,Customer Service,3,852,3.6,1.0,98.7
2025-01-11,1,John Williams,Sales Representative,Sales,20,17500,4.6,1.0,96.4
2025-01-11,8,Isabella Miller,Warehouse Manager,Warehouse,1,854,3.5,1.0,70.9
2025-01-11,18,Isabella Williams,Sales Associate,Sales,13,6110,4.2,1.0,64.0
2025-01-11,4,Isabella Garcia,Shipping Coordinator,Warehouse,3,2820,4.7,1.0,73.2
2025-01-11,15,William Thompson,Office Manager,Administration,4,3408,4.9,1.0,97.5
2025-01-12,20,Emma Robinson,Warehouse Associate,Warehouse,3,2244,3.4,1.0,65.3
2025-01-12,19,James Miller,Marketing Specialist,Marketing,2,588,3.6,1.0,69.0
2025-01-12,17,Isabella White,Administrative Assistant,Administration,5,2205,4.5,1.0,95.0
2025-01-12,1,John Williams,Sales Representative,Sales,14,12768,4.7,1.0,70.7
2025-01-12,6,Evelyn Brown,Digital Marketer,Marketing,4,580,3.7,1.0,77.8
2025-01-12,8,Isabella Miller,Warehouse Manager,Warehouse,2,1946,3.9,1.0,91.7
2025-01-12,7,Benjamin Garcia,Support Specialist,Customer Service,4,1312,3.5,1.0,66.2
2025-01-12,4,Isabella Garcia,Shipping Coordinator,Warehouse,5,1630,3.5,1.0,64.3
2025-01-12,9,Charlotte White,Administrative Assistant,Administration,1,484,4.2,1.0,74.1
2025-01-12,3,Mia Wilson,Marketing Coordinator,Marketing,3,696,5.0,1.0,64.0
2025-01-12,12,John Davis,Office Manager,Administration,4,3700,4.1,1.0,66.5
2025-01-12,14,Ethan White,Warehouse Associate,Warehouse,0,0,4.6,1.0,71.7
2025-01-12,11,Sophia Brown,Marketing Coordinator,Marketing,1,690,3.4,1.0,82.4
2025-01-12,10,Ethan Garcia,Administrative Assistant,Administration,4,1096,3.6,1.0,91.3
2025-01-12,2,Alexander Martin,Receptionist,Administration,0,0,4.1,1.0,97.8
2025-01-13,6,Evelyn Brown,Digital Marketer,Marketing,1,935,3.4,1.0,98.5
2025-01-13,4,Isabella Garcia,Shipping Coordinator,Warehouse,0,0,4.9,1.0,75.1
2025-01-13,5,Benjamin Garcia,Sales Manager,Sales,0,0,4.6,1.0,73.3
2025-01-13,15,William Thompson,Office Manager,Administration,5,3540,4.9,1.0,79.1
2025-01-13,10,Ethan Garcia,Administrative Assistant,Administration,0,0,4.9,1.0,78.9
2025-01-13,3,Mia Wilson,Marketing Coordinator,Marketing,2,1386,3.8,1.0,78.1
2025-01-13,14,Ethan White,Warehouse Associate,Warehouse,5,2265,4.0,1.0,97.0
2025-01-13,9,Charlotte White,Administrative Assistant,Administration,0,0,3.4,1.0,60.0
2025-01-13,1,John Williams,Sales Representative,Sales,19,3990,3.9,1.0,96.4
2025-01-13,2,Alexander Martin,Receptionist,Administration,3,723,3.7,1.0,66.5
2025-01-13,7,Benjamin Garcia,Support Specialist,Customer Service,5,3550,3.8,1.0,71.2
2025-01-14,14,Ethan White,Warehouse Associate,Warehouse,1,631,4.9,1.0,64.8
2025-01-14,16,Emma Taylor,Customer Service Manager,Customer Service,4,1924,5.0,1.0,90.3
2025-01-14,8,Isabella Miller,Warehouse Manager,Warehouse,5,1490,3.8,1.0,98.6
2025-01-14,7,Benjamin Garcia,Support Specialist,Customer Service,3,1413,3.2,1.0,77.9
2025-01-14,18,Isabella Williams,Sales Associate,Sales,18,16686,3.9,1.0,87.3
2025-01-14,6,Evelyn Brown,Digital Marketer,Marketing,1,248,5.0,1.0,96.3
2025-01-14,4,Isabella Garcia,Shipping Coordinator,Warehouse,4,3724,4.1,1.0,92.5
2025-01-14,3,Mia Wilson,Marketing Coordinator,Marketing,1,460,4.4,1.0,76.9
2025-01-14,9,Charlotte White,Administrative Assistant,Administration,0,0,3.1,1.0,84.0
2025-01-14,19,James Miller,Marketing Specialist,Marketing,5,2915,4.5,1.0,75.2
2025-01-14,1,John Williams,Sales Representative,Sales,11,1771,4.2,1.0,92.3
2025-01-14,10,Ethan Garcia,Administrative Assistant,Administration,2,1898,3.2,1.0,70.8
2025-01-15,14,Ethan White,Warehouse Associate,Warehouse,1,862,3.7,1.0,95.4
2025-01-15,5,Benjamin Garcia,Sales Manager,Sales,18,11790,4.7,1.0,76.8
2025-01-15,1,John Williams,Sales Representative,Sales,3,927,3.3,1.0,86.3
2025-01-15,11,Sophia Brown,Marketing Coordinator,Marketing,3,459,4.8,1.0,63.4
2025-01-15,9,Charlotte White,Administrative Assistant,Administration,2,1284,4.6,1.0,96.4
2025-01-15,8,Isabella Miller,Warehouse Manager,Warehouse,1,739,3.2,1.0,68.0
2025-01-15,6,Evelyn Brown,Digital Marketer,Marketing,0,0,4.3,1.0,72.5
2025-01-15,19,James Miller,Marketing Specialist,Marketing,0,0,4.7,1.0,81.2
2025-01-15,20,Emma Robinson,Warehouse Associate,Warehouse,4,896,4.8,1.0,91.8
2025-01-15,18,Isabella Williams,Sales Associate,Sales,2,1608,3.0,1.0,80.7
2025-01-15,12,John Davis,Office Manager,Administration,2,1496,4.5,1.0,94.9
2025-01-15,3,Mia Wilson,Marketing Coordinator,Marketing,3,321,4.1,1.0,99.0
2025-01-15,10,Ethan Garcia,Administrative Assistant,Administration,2,458,3.0,1.0,72.6
2025-01-15,15,William Thompson,Office Manager,Administration,2,1014,3.1,1.0,65.8
2025-01-15,2,Alexander Martin,Receptionist,Administration,3,2901,3.6,1.0,66.3
2025-01-15,13,Olivia Moore,Customer Service Manager,Customer Service,1,134,4.3,1.0,68.1
2025-01-15,17,Isabella White,Administrative Assistant,Administration,5,2205,3.3,1.0,71.8
2025-01-16,1,John Williams,Sales Representative,Sales,1,379,3.0,1.0,95.0
2025-01-16,8,Isabella Miller,Warehouse Manager,Warehouse,0,0,3.7,1.0,99.8
2025-01-16,3,Mia Wilson,Marketing Coordinator,Marketing,3,2787,4.2,1.0,60.3
